,Sentences
1323,"SAVINGS Every wage or salary earner, no matter how small his compensation, should try to lay by something of that little as a provision against the unproductive days."
1324,"No matter how small the amount a man has set aside, after paying for life's necessities and meeting all just debts, he is to that extent a capitalist."
1325,"The miser would hide his savings out of reach, but the man with the foresight to save will usually have the judgment to place these savings where they will fructify and grow, producing the fruitage known as interest."
1326,"The young man or the young woman, or any one else who places his little accumulations in a savings bank, has begun a form of investment that may, if persisted in, place him or her above want, even if it does not entitle either to a place on the lists of great capitalists."
1327,"CAPITALISTS The capitalist not only has money of his own to invest, but he may and very often does need more money properly to exploit the enterprises in which he is engaged."
1328,"Money loaned to such men, after being assured of their ability and integrity, is an advantage to the lender as it is to the user."
1329,"The lender's profit is assured if the enterprise does not fail, and the added capital not only insures against failure, but it may enable the manager to succeed beyond any expectations he could have if forced to carry on the work with only his own resources."
1330,The capitalist may choose to buy land in the suburbs of a city and build thereon a house to be sold or rented.
1331,This should always be made to secure the money borrowed.
1332,"A capitalist may establish a fund from which, on good security, the business men of the community may obtain loans, for which they get a higher interest than that which they undertake to pay to those whose money they are using."
1333,"Again a capitalist may undertake to loan to farmers, who have not the means to carry on the work, but who are anxious to make their lands more productive, through drainage and crop rotation."
1334,In this case the money loaned is secured by the usual bond and mortgage.
1335,"Or it may be that another body of men is anxious to start a great manufacturing enterprise in the neighborhood, but has not enough money to place the venture on a paying basis."
1336,"In the latter case it appeals to the capitalist, and he, though not bearing enough available means of his own, undertakes the work with the knowledge that he can rely on the small investors, whose contributions he has before managed successfully."
1337,"STOCKHOLDERS Or it may be that the manufacturing company does not ask the capitalist to assist, but itself goes to the small investor with a prospectus of the enterprise, and offers to sell stock in the concern at or a share, as the case may be."
1338,"This gives a chance to enjoy the profits, be they great or small; but with the chance for larger profits there comes the greater risk which must always be assumed in such cases."
1339,"Sometimes, when a company is starting, its stock may be put below par."
1340,"This stock, in the event of success, may appreciate, as with some bank and other corporation stocks, many times above the par value."
1341,"When stocks sell in the open market for their face value, they are said to be at par."
1342,"KINDS OF STOCKS Most companies, organized on a stock basis, issue stocks of two kinds."
1343,One is known as common the other as preferred.
1344,"As the name implies, preferred stock is entitled to be paid out of the net dividends first."
1345,"Whatever is left after paying the preferred stock interest is divided up equally among the shares of common stock, each getting according to his holdings."
1346,Sometimes the dividends on common stock are far greater than those on the preferred.
1347,"The preferred stock dividends are regarded as a fixed charge, but there can be no limit as to the payments on the common stock, if the funds are available."
1348,"The stocks of railroads, factories, banks and other enterprises may be good forms of investment, and for this they are often held for long periods by investors for revenue."
1349,"Most stocks, however, particularly of railroads, are continually changing hands."
1350,"The buying and selling of such securities has grown to be an enormous business, managed largely by men known as stock brokers, many of whom are strong factors in the financial world."
1351,"As a rule, the buying and selling of stocks through brokers is a hazardous form of speculation, which has in it all the elements of gambling, and we cannot advise too strongly against it."
1352,"There is another kind of stock, which some companies keep in their safes to meet an emergency."
1353,"This is known as treasury stock, and, like the preferred, its rate of interest is fixed."
1354,Let us suppose that a company is capitalized and prints stock to the amount of
1355,"This company sells worth, and the officers believe that they can force the enterprise to success with the money on hand."
1356,"Now, it follows that, with the same amount of earnings, the profits on will be greater than on so the unsold stock is held in reserve."
1357,"If to extend the business, or for any other reason, it is necessary to have more money, the treasury stock may be sold to secure the extra capital."
1358,"If the business is placed on a basis where its success is beyond all question, then the treasury stock may be divided _pro rata_ between the holders of the other stock, for, till disposed of in some way, it was an asset common to the whole company."
1359,"Each stock certificate tells when dividends are declared; they may be paid quarterly, half yearly, or annually."
1360,CHAPTER XXIII BONDS AS INVESTMENTS The best way in which savings can be invested is to use them in the extension of the business in which they were made.
1361,"The wage earner and the man on a salary cannot, of course, do this, but the farmer, the small tradesman, and the mechanic, who is his own employer, may be able to do so."
1362,"And so, before looking for a field for investment outside, such men should look about them and consider how best the money may be used right on the ground."
1363,"AS TO BONDS But after considering the points suggested, the man who has some money may not be able to find a secure and profitable place for it in or near his own home."
1364,"One of the safest forms of investments is bonds, though, as with other forms of security, the rate of interest declines as the margin of safety increases."
1365,"If a well established stock company should wish for any reason to increase its available cash, it may issue bonds, or certificate of indebtedness, bearing from four to five per cent interest, payable semi annually."
1366,These bonds may be transferred the same as stock.
1367,"They are a good form of security when it is desired to borrow money from the bank, and for many purposes they are as available as so much cash."
1368,"Such bonds are issued for a specified number of years and have coupons attached, which are cut off when interest is due, and presented to the treasurer of the company for payment."
1369,These bonds are secured by a mortgage or deed of trust on all the property of the corporation they represent.
1370,"To redeem these bonds, when due, the company annually sets apart a sum, known as a Sinking fund, for their redemption."
1371,"Such bonds are far safer than any form of the company's stock, for they bear interest that must be met, whether or not dividends are declared."
1372,"As with a real estate mortgage, the property pledged in the bond should be defined."
1373,RAILROAD BONDS Every railroad in the country has been built and equipped by the sale of its bonds.
1374,"In such cases amounts of stock of the same, or approximately the face value of the bond, have been given to the purchaser as a bonus or inducement."
1375,"Of course, the controlling stock is always retained by the promoters; and it is through the representation of this stock that all the business of the corporation is carried on."
1376,The cases are few where any money was paid directly for the original issue of any railroad stock.
1377,Bonds sold to build a road are usually known as construction bonds.
1378,"There may be another bond issue for equipment with a stock bonus and still other bonds, each series stating the property pledged and the purpose for which the money from sales is to be used."
1379,"The _Christian Herald_, in one of its recent financial articles, clearly defines this species of bonds, as follows: Railroad bonds are usually pledged by the President and Treasurer of the railroad and by the Trustees, to whom the bonds are made out, and who must defend the rights of bondholders, should the company fail to meet any of the obligations it undertook in the mortgage deed."
1380,"In other words, a bond is the Corporation's promissory note for the money originally paid by the investor, with interest for the same, to be paid to the investor in stated amounts at stated intervals; and to guarantee its good faith in the matter, the Company pledges the bondholder an interest in certain property in its possession."
1381,"It follows that a bond has a first call upon the property rights of the corporation; that it represents something tangible; that it pays a definite amount of interest, and that it may be reduced at its full value at a certain time."
1382,"BUYING BONDS Bonds, like wheat, have their selling prices quoted from day to day, and they are equally a thing of purchase and sale."
1383,"There are banks and brokerage firms that make a specialty of bonds, and most of these houses are entirely reliable; still, the novice in such things would do well to investigate for himself before investing in any bond recommended by any seller."
1384,It is the purpose of the seller to sell; it should be equally the purpose of the buyer not to be sold.
1385,"Our government, state and municipal bonds speak for themselves, and in the main require no examination as to the security, though there have been cities and even states that have defaulted in their payments."
1386,"Bond houses and banks of established reputation cannot afford to deceive; they receive their compensation in the way of commissions on sales, and their characterization of the bonds may be accepted without question, for they invariably investigate the bonds, before they lend their names to them by offering them for sale."
1387,"If there is any doubt in the mind of the would be purchaser as to the character of the seller, that should be the first thing investigated."
1388,What the buyer must satisfy himself of is: Who is the seller
1389,Can they be sold again for about their face value
1390,"Every one who has saved money, it is to be supposed, has a bank account and is acquainted with the president of his local bank."
1391,"When in doubt, the advice of such a man may be of great help."
1392,"CHAPTER XXIV THINGS TO REMEMBER If a man is making a living he should not change his business after he has passed middle life, unless, indeed, he has a guarantee that the new venture will be greatly to his advantage."
1393,"The best business for the average man is that which affords him the most pleasure in carrying it on, or at least with which he is most familiar."
1394,Happiness in one's work means far more than the accumulation of a fortune in discomfort.
1395,"DON'T DECEIVE YOURSELF Having made your credit and business standing good, keep them good by an adherence to the same course."
1396,"If you can avoid it, do not loan your name to every needy friend that comes along."
1397,Your neighbors question your good judgment every time you have to meet a note which you were coaxed into endorsing.
1398,You would have saved yourself by loaning the money outright.
1399,"Do not deceive yourself into the belief that you are making money when, as a matter of fact, you may be losing."
1400,"You buy an article for two dollars and sell it for two and a half, and you say to yourself: There is fifty cents made."
1401,"Before crediting your business with that fifty cents, you should have considered these points."
1402,The loss of interest on that two dollars.
1403,Your own time or other time paid for.
1404,The capital invested in things not sold.
1405,"The transportation, insurance, heat, light, bad accounts, unsalable goods, taxes, public donations, and the flood of items that go to swell the outlay of every merchant, whether in the great city or at the country crossroads."
1406,WEEDING OUT Every man in trade should make an inventory of his stock at least once a year.
1407,"Having done this, he should give his stock a fresh appearance, whether new goods be added or not, by relegating to the scrap heap, cellar or the garret all the dingy, dirty, disreputable stuff that he could not sell or give away, and which has induced sore eyes whenever seen."
1408,Quite as important as keeping the stock in order is keeping the books in good shape.
1409,At least once a year the books should be weeded out.
1410,"Why carry as bills collectable accounts which you have been assured, for years, would never be paid"
1411,Wipe them out and charge them to profit and loss.
1412,"Where machinery is used, it is a good plan to charge off every year ten per cent of the cost; this to make good the loss from wear and tear."
1413,It is only by annual house cleanings and account clearings that you can tell about how you stand.
1414,"LET YOUR WIFE KNOW It is usually wise for a woman, married or single, to keep her real estate and her money, if she have any, in her own name."
1415,So also with property bought with her money.
1416,"In these cases the woman should deal with her husband, or the members of her family, the same as she would with strangers with whom she is transacting business."
1417,Some may say that this suggests a want of confidence and a lack of that affection that should exist between husband and wife or near kinsfolk.
1418,Such an objection is sheer sentimentality.
1419,"Be as open handed and generous as you will with your loved ones, but when it comes to business, let the work be done in a strictly business way or not at all."
1420,Many a good business has gone to ruin after the death of the owner and manager because he had kept his wife in blank ignorance of his affairs and the way in which he conducted them.
1421,"Many a business, that just dragged along till the death of the manager, has sprung into new life when the widow took charge."
1422,"This must in part be credited to natural ability and inborn pluck and energy, but even these gifts could not have availed if the woman had been left in ignorance of business methods."
1423,"Women, like men, are awkward in new positions, not so much from a want of ability as a lack of experience."
1424,"Put the average man suddenly in charge of a house, and he will soon demonstrate his helplessness."
1425,The woman's deftness comes from her experience.
1426,"As far as it is possible, every husband should post his wife as to his methods of doing business."
1427,He should not keep her ignorant of his financial affairs.
1428,"If he conceal from her the amount of his secure holdings, it may be that he hopes to surprise her at his death, or long before that event."
1429,"But if he have any regard for his family, he should not hide from her the obligations which may spell ruin if the wife is not prepared in advance to meet them."
1430,"Whether the husband lives or dies, the wife must still care for the children and attend to her never lessening household duties."
1431,Think of her as taking on the added burdens of a business of which she is ignorant.
1432,"There are many prosperous husbands to whom what has just been said will not apply, but if you should ask them the secret of their success they will not hesitate to tell you that when they married they took their wives into full partnership, business secrets and all."
1433,CHILDREN AND BUSINESS When you send your children to school it is that the training there received may qualify them to fight the better the ceaseless life battle.
1434,"Of course, we should not regard all education from a business viewpoint."
1435,"Money apart, learning is its own greatest reward."
1436,"It widens the horizon at every step, and lifts the soul into strength and a profounder worship."
1437,But it will not do to overlook the business side of the training which the child should receive in school and out of it.
1438,It is all very well to teach children the sources of the family revenue and the way to secure it.
1439,"It is right that they should be impressed with the dignity of labor and trained in the ways of earning money, but it is far more important that they should be taught how to spend money, so as to get the most good from it, once it is earned."
1440,"The boy or girl is in a safe way to learn self control and build up character when he or she, with some nickels at command, can pass a candy or a fruit shop without being compelled to spend their cash assets."
1441,"Children, wherever it is possible, should be given opportunities for earning money, which they can feel is really and truly their own."
1442,"They should not be made to feel that the money is not actually theirs, to do with as they please, but they should be taught self denial, and that they must not get rid of their earnings by the purchase of things not needed."
1443,"On the farm, children unconsciously learn much through occasional work and constant observation, but away from the farm, boys and girls are apt to know little or nothing of the work in which the father, the bread winner, is engaged."
1444,"Where it is possible, the children should be made familiar by actual contact with the father's work."
1445,"This knowledge may never be used, still it will have value as a factor in the child's training, for in our modern life all business is inter related."
1446,Let the youngsters know something about banks by entrusting them there when old enough.
1447,"Teach them to keep accounts of their own little money affairs, their earnings, their expenditures, and their balances."
1448,"If they should borrow, even a cent, see that they return it at the time agreed on."
1449,"Impress on them the fact that debt is a burden which it is well to get rid of as soon as possible, if one would stand erect and be entirely free."
1450,All this can be quietly inculcated into the mind of the child without making him old fashioned or miserly.
1451,The more he knows of the world the more he can enjoy it in a wholesome way.
1452,"CHAPTER XXV WORTH KNOWING If things are said in this chapter that seem like a repetition of things already told, it is that their importance warrants a repetition in another form."
1453,"OVER GENEROSITY There are no pockets in a shroud, it is said."
1454,"True it is that we cannot take material things with us to the other side of the grave, and so before the end comes it is well to make preparations for their disposition."
1455,There are three ways of getting possession of property:
1456,"We shall not consider the last method; that is the business of the law, but let us look at the first."
1457,Property is given in two ways:
1458,By direct gift from one to another.
1459,"By will, when the amount is payable on the death of the donor."
1460,"Of course, the widow and children, if there be any, are first to be considered in either of the cases named."
1461,"Many people, when the end is nearing, think that it is better to make sure that their wealth will reach the right hands by giving it direct and at once."
1462,"Now, no matter the nobility of the motive that prompts such an act, it is one which, on the whole, cannot be commended."
1463,"It is all very well to spend available means in order to set a son or daughter up in business, but such sums, if there are other heirs, should be charged against the share of the probable donee, with interest, and a record made of the same."
1464,"Under no circumstances should old people, who, after raising a family and living honorable lives, have saved enough to own their home and secure an income for their declining years, deed or give this property to their children, or to any one else, in consideration of their having all their subsequent wants met."
1465,"The better way for the farmer, the merchant, or the manufacturer, when he feels the years pressing heavily and that he can no longer attend properly to the old demands on him, is to shift by a properly drawn contract the business management of the enterprise to his children, or to those whom he wishes to place in charge."
1466,"In this way the ownership is not changed, and if the new management should prove to be inefficient, it can be placed in more efficient hands."
1467,"CARE OF WILLS As has been said, every person having property of any kind to dispose of should make a will."
1468,"Already ways have been given as to how wills should be made and estates administered, but to these it may be well to add another point."
1469,Do not imagine that the making of a will shortens life.
1470,"Too often, after the demise of a testator who it is known has made a will, the heirs cannot find the document, and the lawyer who drew it knows nothing more about it."
1471,Many men leave their wills with their lawyers.
1472,"If this should not be done, then it would be well to keep it in the safe of the bank in which the testator has his account."
1473,"But whether in these places or another, there should be no doubt as to the existence of a will, or the place in which it may be found."
1474,Only the last will should be kept; all preceding wills should be destroyed.
1475,"CARE OF PAPERS While writing about the care of wills, we are struck with the recollection that wills are not the only papers of value that are apt to be mislaid or lost."
1476,"Never pay out money without taking a receipt, and never receive money without giving one."
1477,"You are not responsible for the care of the receipts you give, but you certainly are for the receipts you receive."
1478,"The trained business man has a place for everything, but there is no reason why the man not so well trained should have to turn his shop or his home upside down every time he wants a paper that proves he has paid a bill, which he must pay again if that receipt is lost."
1479,"Everything may be regarded as lost that cannot be found, even if you are sure it is about somewhere."
1480,No valuable paper should be about.
1481,The only place for it is just where you can lay your hand on it when wanted.
1482,"In addition to keeping your papers where they can be found the instant they are wanted, see to it that every paper is self explanatory and clear of meaning on the face of it."
1483,"CHECKS AND STUBS It has been advised that the stub be always filled out before the check, and that the check be then copied from the stub."
1484,This course will greatly lessen the chances of disagreement between the two.
1485,"When the last check in the book has been filled and torn out, do not throw away the stubs."
1486,They contain important data and may be of use in proving payment should a question arise.
1487,"In like manner, never destroy the cancelled checks handed you by the cashier when your bank account has been balanced."
1488,"Each of these checks, if drawn to order as it should be, is a receipt, a voucher, for some payment that may possibly be demanded again."
1489,"SENDING AWAY MONEY It may be well to repeat again, in more condensed form, just how money may be safely sent to a distance."
1490,"By bank draft, payable to your order and endorsed over to the person whom you wish to pay."
1491,"The party receiving the draft must endorse it before he can collect, and this endorsement is a receipt for the money, as the cancelled draft must eventually come into your possession."
1492,"You can buy an express order up to fifty dollars, but you may send money in a package to any amount."
1493,Only banks or large dealers in money do this.
1494,"Like the bank draft, the express order must be endorsed by the receiver, and the express company returns it to you, when it becomes a receipt."
1495,"By post office orders, up to one hundred dollars."
1496,"By postal notes, in small amounts."
1497,By a trusted messenger authorized to get a receipt.
1498,The bank draft is the very best way of transmitting money.
1499,"As has been said, drafts can be bought at any bank, and they should always be made payable to your order."
1500,"You want to pay a bill of goods to Lloyd, Smith and Company, New York, so you sign on the back of your draft for the amount: Pay to the order of Lloyd, Smith and Company, Henry C. Robbins."
1501,"Lloyd, Smith and Company must endorse the draft before it can be cashed."
1502,"The draft, after payment, is returned to you, and it becomes the best form of receipt."
1503,LOST IN MAILS Were you ever at the Dead Letter Office in Washington
1504,"If you have never paid such a visit, you can form no conception of the tons, the hundreds of thousands of letters and parcels that are lost every year in the mails."
1505,"Unaccounted for drafts, checks, postal orders, books, jewelry, medicine, everything, indeed, that the mails will agree to carry, may be found piled in that cemetery of lost communications, the Dead Letter Office."
1506,Have you added to the mortuary list
1507,"All these deaths, like many of living creatures, are due to carelessness."
1508,"As a rule, the sender is to blame."
1509,He has placed papers not properly folded in the envelope and then neglected to seal it.
1510,"He has neglected to write any address at all, and dropped the letter into the box."
1511,"Again he has addressed the parcel, but neither men nor angels can decipher the writing."
1512,"MORE ABOUT NOTES The note, as has been said, is one of the most usual forms of obligation, yet misunderstandings often arise as to its settlement."
1513,"Here are the points that must be attended to, nor shall we offer any excuse for repeating them collectively:"
1514,The date and amount must be so plainly written as to leave no doubt as to either.
1515,"The rate of interest, if any, must be clearly expressed."
1516,The post office address of the signer or signees must be written opposite the name.
1517,The note should be made payable at a definite place and on a definite date.
1518,"In taking a note or other obligation from a person who cannot write, be sure to have his x mark witnessed."
1519,"Should you receipt certificates of stock as security for the payment of a note, or the payment of any other debt, be sure to notify the company issuing them."
1520,"In giving this notice, which should be done at once, state clearly the number of shares you hold, the number of the certificates and to whom issued."
1521,The enforcement of this rule will depend altogether on the character of the person with whom you are dealing.
1522,"Never, if you can help it, buy a past due note, especially if it is not secured by a mortgage."
1523,"If a note, which a third party has endorsed, becomes due, never agree to an extension of time without getting the written consent of the endorser."
1524,Many men have lost through their ignorance of this essential transaction.
1525,CHAPTER XXVI LOOK BEFORE YOU LEAP We are not quite through with the note.
1526,"When making a payment of principal or interest on a note, be sure to take a receipt for the amount, stating specifically what the payment is to be credited to."
1527,"In addition, if it be possible, see that the sum paid be endorsed on the back of the note itself."
1528,The endorsement of the sum paid on the back of the note bars its being negotiated for more than the amount actually due.
1529,Sometimes the owner and the maker of a note live at points some distance apart.
1530,"If you were the maker of the note, and wanted to make a payment, but wished to avoid the expense and annoyance of a trip, what should be done"
1531,"In this case a good plan would be to write to the owner of the note, asking him to send it by a certain bank in your neighborhood where you can pay."
1532,"The bank will receive the cash, make the endorsement in your presence, and then send its check for the amount with the note to the owner."
1533,You must pay the cost of this transaction.
1534,"Or you may send the amount to be credited on your note, through a bank draft, as already indicated."
1535,NOTES IN BANK If you have money at a bank your note will form the chief evidence of indebtedness and be the paper for which the security is pledged.
1536,Keep careful track of the date of payment and the amount.
1537,There must be no neglect or carelessness.
1538,Never permit your note to go to protest.
1539,"If for any reason payment cannot be made at the time fixed, then the better way is to go, as soon as this is learned, to the bank or other holder of the note, and frankly explain the situation."
1540,"They realize that good and responsible men are often disappointed in their collections, or in the payment of a sum on which they depended for the settlement of their account with the bank, and in such a case they are usually willing to grant an extension."
1541,"Private individuals, as note holders, should be treated in just the same way."
1542,"WELL TO KNOW When calling at a bank for your note, always give the exact date on which the note falls due."
1543,"If the note belongs to another party, and is held by the bank for collection, then mention the name of the person to whom it was originally given."
1544,"If the bank has sent you a written notice about the note, take the notice with you."
1545,It will be found to contain all the desired facts.
1546,Banks keep their own notes in one place and those of their customers in another.
1547,"Banks keep each date by itself, and can so find required notes more readily if the owner's names and the dates are given."
1548,DISCHARGING LIENS Remember a mortgage is a lien or security given for the payment of a note.
1549,"If you get a mortgage, have it recorded at once."
1550,"If you pay off a mortgage, take it at once to the office of record and have the discharge of the instrument properly entered on the folio in which the mortgage is recorded."
1551,Many lawsuits have resulted from the temporary neglect of this important duty.
1552,"BE PROMPT, BUT NOT TOO PROMPT Sometimes a man will give a number of notes and secure them by one mortgage."
1553,The notes may pass into the hands of a number of people.
1554,"Let us suppose that you hold one note and the mortgage, and that the mortgagee comes to you and tenders the amount of your note, should you then surrender the mortgage to him"
1555,"By no means, until the last note is paid that mortgage remains as security, and the holder of it is responsible for its safety to the holders of the other notes."
1556,In such a case it is better to have the mortgage held by one party for the protection of all.
1557,"BE IN NO HASTE TO INVEST When a person not accustomed to managing money comes into the possession of a sum that it is not safe to carry about in the pocket, what should he do with it"
1558,Obviously the first answer to this question must be He should put it in the bank.
1559,"We have already given hints as to investments, and to these it is not necessary to refer again, we are now considering another and not an unusual phase of such a case."
1560,Young men and women of all ages are very apt to be inexperienced in these matters.
1561,"As soon as it becomes known that such people have come into the possession of a goodly amount of cash, which they are not considered competent to manage, it is surprising how past acquaintances suddenly pose as old and unselfish friends, each with a scheme for doubling the money while the owner is looking at it."
1562,"Now, there may be good, honest friends who are eager to advise and help in a case of this kind, but they are sure to be outnumbered by advisers who have their own little axes to grind."
1563,Our advice is Don't be in a hurry to invest.
1564,Your cash is quite safe while in bank.
1565,"But no matter how promising, do not invest your money in a business you know nothing about, even if it does carry with it a position and a salary."
1566,"Find a good honest lawyer, despite sneers to the contrary, we believe most men in the profession are of this character, and ask his advice, and pay for his help if papers are to be drawn."
1567,"Buying rentable real estate is usually a good investment, provided always that the price is reasonable, the title clear, and the chances of its advancement pretty certain."
1568,"MEET YOUR DUES PROMPTLY It is estimated that every man and woman in the United States belongs to one or more societies of some character, and this is not an overstatement."
1569,Every member of such an organization is such by reason of election and the payment of dues.
1570,"If you are a member of, or a pledged contributor to, a church, lodge, grange, or other society, you should regard the prompt payment of your dues as sacred as any other form of obligation."
1571,"The expenses of a properly conducted church are always considerable, even in small communities."
1572,"It is a disgrace to the Christian organization that, after forcing down the pastor's compensation to the barest cost of life's necessities, then force him to run into debt if he and his family would live, or to be forced continually to remind the trustees that his salary is far in arrears."
1573,"If you belong to a lodge or other society, leave it if you honestly feel that you cannot afford the dues."
1574,Neglect to do this and your name will be dropped from the rolls on which it never should have been placed.
1575,COUNTING MONEY Never receive money from any one without counting it.
1576,Count it at once and in the presence of the giver.
1577,"Let it make no difference, banker, merchant, kinsman or friend, do not fear to give offence, but right then and there, count the money he gave you."
1578,"Of course, these people are honest, but did it ever occur to you that honest people often make mistakes"
1579,"Whenever you pay another money, if he does not do so himself, you should insist that he count it in your presence."
1580,"If you do this you won't lose a friend, but if you do not do it you may make an enemy, should the man come back to say you made a mistake and underpaid him, and you very properly refuse to honor his claim."
1581,"READY MONEY Do not, if you can possibly avoid it, keep money around your house, in your place of business, or on your person."
1582,The professional thief is ever on the watch for chances to take unto himself all the money in sight.
1583,Pickpockets reap their harvest from money carriers.
1584,The burglar may steal or fire may destroy money left in the house.
1585,"A bank, if not near one then a safe, is the best place for money, though safes have been broken into and robbed."
1586,"Do not make a display of money at any time, but particularly in a public place."
1587,"If you are drawing money from a bank, count it quickly and quietly, then secure it in an inside pocket that cannot be reached without unbuttoning."
1588,Never cash a check for a man whom you do not know to be square.
1589,The same applies to the endorsement of checks.
1590,"IN TRAVELLING Always be courteous in travelling, but never take the chance acquaintance of the steamboat or car into your confidence."
1591,Keep an eye on the man who fortunately is going just your way.
1592,Watch out for the fellow who knows the leading men of your town and is a cousin of Judge Smith.
1593,Do not respond if such men ask you to cash a small check or make a slight advance till his draft arrives.
1594,Do not accept the invitation of strangers to visit any place.
1595,"Avoid the confidence of the over dressed, but slightly intoxicated young fellow who has been out with college chums."
1596,"He is not a college man, nor has he been drinking."
1597,CHAPTER XXVII CONTRACTIONS AND SIGNS USED IN BUSINESS Italian ditto The same as above.
1598,"Thus, in circular measure, or '' in duodecimal long measure."
1599,"Also area, as X read by means long and wide."
1600,"The : above is also a sign of division as used in ratio, thus, and the alone is a sign of division as used in writing fractions, thus,"
1601,"The double ::, as used in proportion, is also a sign of equality, thus, :"
1602,Dollars; said to be a contraction of U. S. for United States money.
1603,"Means Number, if before a figure, as but pounds if written after, as ."
1604,"Latin ad., meaning to or at."
1605,"Latin ad valorem, according to value."
1606,a/o At sight or Account Sales.
1607,"Ct. or c. Cent, Latin Centime, a hundred."
1608,"Latin Libra, A pound in weight."
1609,"Left Side, or in Latin, Locus Sigilli, Place of the Seal."
1610,"Per an, or p. a., Latin per annum."
1611,CHAPTER XXVIII WORDS AND PHRASES USED IN BUSINESS ACCOUNT CURRENT.
1612,A running account between two persons or firms.
1613,"A detailed statement of the sale of goods by a commission merchant, showing also the charges and net proceeds."
1614,A man appointed by the Court to settle the estate of a deceased person.
1615,A woman appointed by the Court to settle the estate of a deceased person.
1616,A term used in the Custom House in estimating the duties on imported goods.
1617,"An annual allowance; a sum to be paid yearly, to continue for life or a fixed period."
1618,To date before time of writing.
1619,The act of placing a value on goods.
1620,A person appointed to value real or personal property.
1621,The settlement of a disputed question by a person chosen by the parties to the dispute.
1622,The total resources of a person in business.
1623,"A person to whom the property of a bankrupt, or an insolvent debtor, is transferred for adjustment for the benefit of Auditors."
1624,The act of transferring property to the Assignee.
1625,A warrant for the purpose of seizing a man's property.
1626,"A statement in condensed form, showing the condition of a business."
1627,Receivable at a bank at par or face value.
1628,Net amount on deposit in bank.
1629,"A written account of goods shipped, and the condition of same, having the signature of the carrier, and given to shipper as a receipt."
1630,"A bill given by the seller to the buyer, transferring the ownership of personal property."
1631,An association of business men for the regulation of commercial interests.
1632,"An instrument under seal, by which a person binds himself, his heirs or assigns, to do or not to do certain things."
1633,"Goods stored in a bonded warehouse or in bonded cars, the owner having given bonds securing payment of import duties, or of other sums due the Government, upon their arrival at some specified place at a specified time."
1634,Is a building in which goods are stored until the duties or revenues on them are paid.
1635,One who goes security for the faithful performance of a contract.
1636,A premium for a loan or other privileges.
1637,An agent or middleman between the buyer and the seller.
1638,A written authority from the proper National or State authority defining the rights and privileges of corporations.
1639,A written contract for the hiring or chartering of a ship.
1640,Any kind of property except real estate.
1641,"Pledges of stocks, notes, or chattels as security for the payment of a loan."
1642,The business of exchanging commodities between different places.
1643,One who does business on Commission.
1644,"The unwritten law, the law of Custom."
1645,It receives its force from universal usage.
1646,The person to whom goods are sent to be sold on commission.
1647,The one who consigns his goods to an agent.
1648,The joining of two or more persons into one firm for the purpose of carrying on any business.
1649,"An interest note or certificate, attached to a bond, which is cut off for collection when interest is due."
1650,"Testimonials of authority; proofs of good character, DEMURRAGE."
1651,Money forfeited for detaining a vessel beyond the time named in her Charter party.
1652,"DISHONOR, A failure to pay a note or other obligation when due."
1653,A failure to accept a draft when presented for acceptance.
1654,Charge for the use of a dock.
1655,The right of a widow to a one third interest in all the real estate owned by her husband at any time after their marriage.
1656,A written order for the payment of money at a fixed time.
1657,The person on whom a draft is drawn.
1658,Part of purchase money paid to bind a bargain.
1659,"Goods, or property, of every kind."
1660,An order of the Government preventing ships from departing or landing.
1661,The principles of right and justice.
1662,The right allowed a mortgagor of a reasonable time to redeem mortgaged realty.
1663,A writ authorizing an officer to carry into execution the judgment of the Court.
1664,A title to real estate held without conditions by a person in his own right.
1665,One who attends to the shipping and reshipping of goods.
1666,"Weight of goods, including case or wrapping."
1667,A surety for the performance of a contract.
1668,To pay or accept a draft when due.
1669,Duty paid on goods by importer.
1670,To recompense for loss or injury.
1671,"To write one's name on the back of a note, draft, or other document."
1672,"A writ of Court, by which a party is restrained from doing a certain act."
1673,A draft between parties in the same country.
1674,Dying without having made a will.
1675,In a state of going from one place to another.
1676,"An itemized list of goods, or other property, with their value as estimated at the time."
1677,A book in which invoices are kept.
1678,Goods thrown overboard to lighten a ship in time of great danger.
1679,One who buys from the producer to sell to the retailer.
1680,Odds and ends unsold at the end of the season.
1681,A contract granting possession and use of property for a specified time.
1682,A bequest; a gift of property by will.
1683,One to whom a lease is made.
1684,An open letter authorizing the bearer to receive money on the credit of the writer.
1685,A legal permit to carry on a certain business.
1686,"A legal claim on property, which must be settled before property can be sold."
1687,A flat bottom boat used in loading and unloading vessels at anchor.
1688,A list of articles comprising Ship Cargo.
1689,Difference between buying and selling price.
1690,The date when a commercial paper becomes due.
1691,A company that collects for the use of its patrons information as to the standing of all business men in the country.
1692,The person in whose favor a mortgage is made.
1693,The person who gives a mortgage.
1694,"That which is transferable by delivery, assignment or indorsement."
1695,The remainder after deducting charges from sales.
1696,An officer authorized to administer oaths and take acknowledgments.
1697,A debt which has run beyond the time when the law will enforce payment.
1698,The expressed value of any commercial paper.
1699,One licensed to loan money on personal property.
1700,The person to whom money is to be paid.
1701,The person who promises to pay.
1702,The entire establishment necessary to carry on a manufacturing business.
1703,To date after real time of writing.
1704,"A written authority from a principal to another, authorizing him to act in his stead."
1705,A list of articles with market values.
1706,A percentage allowed to the master of a vessel on the amount of cargo carried.
1707,On the first look or view.
