,Sentences
13713,"Federal Power Commission _v._ Hope Gas Co., U.S. ."
13714,"_v._ Hope Gas Co., U.S. , citing Chicago Grand Trunk Ry."
13715,"Co. _v._ Wellman, U.S. ; Missouri ex rel."
13716,"Co. _v._ Public Service Commission, U.S. ."
13717,"For this reason there is presented below a survey of the formulas, utilization of which was hitherto deemed essential if due process requirements were to be satisfied."
13718,"Fair Value. On the premise that a utility is entitled to demand a rate schedule that will yield a fair return upon the value of the property which it employs for public convenience, the Court in in Smyth _v._ Ames , held that determination of such value necessitated consideration of at least such factors as the original cost of construction, the amount expended in permanent improvements, the amount and market value of the utility's bonds and stock, the present as compared with the original cost of construction, replacement cost , the probable earning capacity of the property under particular rates prescribed by statute, and the sum required to meet operating expenses."
13719,"Reproduction Cost. Prior to the demise in of the Smyth _v._ Ames fair value formula, two of the components thereof were accorded special emphasis, with the second quickly surpassing the first in terms of the measure of importance attributed to it."
13720,These were: the actual cost of the property and reproduction cost .
13721,"If prices did not fluctuate through the years, the controversy which arose over the application of reproduction cost in preference to original cost would have been reduced to a war of words; for results obtained by reliance upon either would have been identical."
13722,"The instability in the price structure, however, presented the courts with a dilemma."
13723,"If rate making is attempted at a time of declining prices, valuation on the basis of present or reproduction cost will advantage the consumer or user, and disadvantage the utility."
13724,"On the other hand, if the original cost of construction is employed, the benefits are redistributed, with the consumer becoming the loser."
13725,"Similarly, when rates are fixed at a time of rising prices, reliance upon reproduction cost to the exclusion of original cost will produce results satisfactory to the utility and undesirable to the public, and vice versa."
13726,"Notwithstanding the admonition of Smyth _v._ Ames that original cost, no less than reproduction cost, was to be considered in determining value, the Court, in the years which intervened between and wavered only slightly in its preference for the reproduction cost formula, and moderated its application thereof only in part whenever periods of rising or sustained high prices appeared to require such deviation in behalf of consumer interests."
13727,"As examples of the varied application by the Court of the reproduction cost formula, the following cases are significant: San Diego Land and Town Co. _v._ National City, U.S. ; San Diego Land Town Co. _v._ Jasper, U.S. ; Willcox _v._ Consolidated Gas Co., U.S. ; Minnesota Rate Cases, U.S. ; Galveston Electric Co. _v._ Galveston, U.S. ; Missouri ex rel."
13728,"Co. _v._ Public Service Commission, U.S. ; Bluefield Waterworks Improv."
13729,"Comm., U.S. ; Georgia R. Power Co. _v._ Railroad Comm., U.S. ; McCardle _v._ Indianapolis Water Co., U.S. ; St. Louis O'Fallon Ry."
13730,"Prudent Investment . This method of valuation, which was championed by Justice Brandeis in a separate opinion filed in Southwestern Bell Teleph."
13731,", was defined by him as follows: The compensation which the Constitution guarantees an opportunity to earn is the reasonable cost of conducting the business."
13732,"Cost includes not only operating expenses, but also capital charges."
13733,"Capital charges cover the allowance, by way of interest, for the use of the capital, ; the allowance for the risk incurred; and enough more to attract capital."
13734,"Where the financing has been proper, the cost to the utility of the capital, required to construct, equip and operate its plant, should measure the rate of return which the Constitution guarantees opportunity to earn."
13735,"Advantages to be derived from adoption of the amount prudently invested as the rate base and the amount of the capital charge as the measure of the rate of return would, according to Justice Brandeis, be nothing less than the attainment of a basis for decision which is certain and stable."
13736,"The rate base would be ascertained as a fact, not determined as a matter of opinion."
13737,"It would not fluctuate with the market price of labor, or materials, or money."
13738,"As a method of valuation, the prudent investment theory was not accorded any acceptance until the depression of the s."
13739,The sharp decline in prices which occurred during this period doubtless contributed to the loss of affection for reproduction cost; and in Los Angeles Gas Co. _v._ R.R.
13740,"_v._ Pacific Gas Co., U.S. the Court upheld respectively a valuation from which reproduction cost had been excluded and another in which historical cost served as the rate base."
13741,"Later, in when in Power Comm'n."
13742,"Gas Pipeline Co., U.S. the Court further emphasized its abandonment of the reproduction cost factor, there developed momentarily the prospect that prudent investment might be substituted."
13743,"This possibility was quickly negatived, however, by the Hope Gas Case which dispensed with the necessity of relying upon any formula for the purpose of fixing valid rates."
13744,"Depreciation. No less indispensable to the determination of the fair value mentioned in Smyth _v._ Ames was the amount of depreciation to be allowed as a deduction from the measure of cost employed, whether the latter be actual cost, reproduction cost, or any other form of cost determination."
13745,"Although not mentioned in Smyth _v._ Ames, the Court gave this item consideration in Knoxville _v._ Knoxville Water Co., U.S. ; but notwithstanding its early recognition as an allowable item of deduction in determining value, depreciation continued to be the subject of controversy arising out of the difficulty of ascertaining it and of computing annual allowances to cover the same."
13746,"Indicative of such controversy has been the disagreement as to whether annual allowances granted shall be in such amount as will permit the replacement of equipment at current costs; i.e., present value, or at original cost."
13747,"In the Hope Gas Case, U.S. , the Court reversed United R. Electric Co. _v._ West, U.S. , insofar as the latter holding rejected original cost as the basis of annual depreciation allowances."
13748,"Going Concern Value and Good Will. Whether or not intangibles were to be included in valuation was not passed upon in Smyth _v._ Ames; but shortly thereafter, in Des Moines Gas Co. _v._ Des Moines, U.S. , the Court declared it to be self evident that there is an element of value in an assembled and established plant, doing business and earning money, over one not thus advanced, and that this element of value is a property right, and should be considered in determining the value of the property, upon which the owner has a right to make a fair return ."
13749,"Generally described as going concern value, this element has never been precisely defined by the Court, and the latter has accordingly been plagued by the difficulty of determining its worth."
13750,"In its latest pronouncement on the subject, uttered in Power Comm'n."
13751,"Gas Pipeline Co., U.S. , the Court denied that there is any constitutional requirement that going concern value, even when it is an appropriate element to be included in a rate base, must be separately stated and appraised as such valuations for rate purposes of a business assembled as a whole have often been sustained without separate appraisal of the going concern element."
13752,"When that has been done, the burden rests on the regulated company to show that this item has neither been adequately covered in the rate base nor recouped from prior earnings of the business."
13753,"Franchise value and good will, on the other hand, have been consistently excluded from valuation; the latter presumably because a utility invariably enjoys a monopoly and consumers have no choice in the matter of patronizing it."
13754,"The latter proposition has been developed in the following cases: Willcox _v._ Consolidated Gas Co., U.S. ; Des Moines Gas Co. _v._ Des Moines, U.S. ; Galveston Electric Co. _v._ Galveston, U.S. ; Los Angeles Gas E. Corp. _v._ Railroad Commission, U.S. ."
13755,Salvage Value. It is not constitutional error to disregard theoretical reproduction cost for a plant which no responsible person would think of reproducing.
13756,"Accordingly, where, due to adverse conditions, a street surface railroad has lost all value except for scrap or salvage, it was permissible for a commission, as the Court held in Market St. R. Co. _v._ Comm'n., U.S. , to use as a rate base the price at which the utility offered to sell its property to a citizen."
13757,"Moreover, the Commission's order was not invalid even though under the prescribed rate the utility would operate at a loss; for the due process cannot be invoked to protect a public utility against business hazards, such as the loss of, or failure to obtain, patronage."
13758,"On the other hand, in the case of a water company whose franchise has expired , but where there is no other source of supply, its plant should be valued as actually in use rather than at what the property would bring for some other use in case the city should build its own plant."
13759,Past Losses And Gains. The Constitution does not require that the losses of a business in one year shall be restored from future earnings by the device of capitalizing the losses and adding them to the rate base on which a fair return and depreciation allowance is to be earned.
13760,"Nor can past losses be used to enhance the value of the property to support a claim that rates for the future are confiscatory , any more than profits of the past can be used to sustain confiscatory rates for the future ; Public Utility Commissioners _v._ New York Teleg."
13761,"Atlantic Coast Line R. Co. _v._ North Carolina Corp. Commission, U.S. , citing Chicago, B. Q.R."
13762,"_See also_ Prentis _v._ Atlantic Coast Line Co., U.S. ; Denver R.G.R."
13763,"Co. _v._ Wellman, U.S. ; Mississippi R. Commission _v._ Mobile O.R."
13764,"Co. _v._ Nebraska, U.S. ; Nashville, C. St. L.R."
13765,"Detroit United Railway Co. _v._ Detroit, U.S. ."
13766,"_See also_ Denver _v._ New York Trust Co., U.S. ."
13767,"Los Angeles _v._ Los Angeles Gas Electric Corp., U.S. ."
13768,"Newburyport Water Co. _v._ Newburyport, U.S. ."
13769,"_See also_ Skaneateles Waterworks Co. _v._ Skaneateles, U.S. ; Helena Waterworks Co. _v._ Helena, U.S. ; Madera Waterworks _v._ Madera, U.S. ."
13770,"Pierce Oil Corp. _v._ Phoenix Ref Co., U.S. ."
13771,"Atlantic Coast Line R. Co. _v._ Goldsboro, U.S. ."
13772,"Co. _v._ Chicago, U.S. ; Chicago, B."
13773,"Grimwood, U.S. ; New Orleans Public Service, Inc. _v._ New Orleans, U.S. ."
13774,"Consumers' Co. _v._ Hatch, U.S. ."
13775,"Panhandle Eastern Pipe Line Co. _v._ State Highway Commission, U.S. ."
13776,"New Orleans Gas Light Co. _v._ Drainage Commission, U.S. ."
13777,"Norfolk S. Turnpike Co. _v._ Virginia, U.S. ."
13778,"International Bridge Co. _v._ New York, U.S. ."
13779,"Co. _v._ Tranbarger, U.S. ; Lake Shore M.S.R."
13780,"Pacific Gas Electric Co. _v._ Police Ct., U.S. ."
13781,"_See also_ Lehigh Valley R. Co. _v._ Public Utility Comrs., U.S. ."
13782,"United Fuel Gas Co. _v._ Railroad Commission, U.S. ."
13783,_See also_ New York ex rel.
13784,"Woodhaven Gas Light Co. _v._ Public Service Commission, U.S. ; New York ex rel."
13785,"Gas Co. _v._ McCall, U.S. ."
13786,"Co. _v._ Public Service Commission, U.S. ; Ft. Smith Light Traction Co. _v._ Bourland, U.S. ."
13787,"Co. _v._ Public Service Commission, U.S. ; Brooks Scanlon Co. _v._ Railroad Commission, U.S. ; Railroad Commission _v._ Eastern Texas R. Co., U.S. ; Broad River Power Co. _v._ South Carolina ex rel."
13788,"Co. _v._ Railroad Commission, U.S. ."
13789,"Co. _v._ Public Service Commission, U.S. ."
13790,Lake Erie W.R. Co. _v._ State Public Utilities Commission ex rel.
13791,"Co. _v._ Georgia Public Service Commission, U.S. ."
13792,"Alton R. Co. _v._ Illinois Comm'n, U.S. ."
13793,"Co. _v._ Public Service Commission, U.S. ."
13794,Great Northern R. Co. _v._ Minnesota ex rel.
13795,"Railroad Warehouse Commission, U.S. ; Great Northern R. Co. _v._ Cahill, U.S. ."
13796,"Oregon R. N. Co. _v._ Fairchild, U.S. ."
13797,"Co. _v._ Michigan Railroad Commission, U.S. ; Seaboard Air Line R. Co. _v._ Railroad Commission, U.S. ."
13798,"Co. _v._ Central Stockyards Co., U.S. ."
13799,"Co. _v._ Michigan Railroad Commission, U.S. ."
13800,Nor are railroads denied due process when they are forbidden to exact a greater charge for a shorter distance than for a longer distance.
13801,"Co. _v._ Kentucky, U.S. ; Missouri P.R."
13802,"Co. _v._ McGrew Coal Co., U.S. ."
13803,"Wadley Southern R. Co. _v._ Georgia, U.S. ."
13804,"Atlantic Coast Line R. Co. _v._ Goldsboro, U.S. ."
13805,Great Northern R. Co. _v._ Minnesota ex rel.
13806,"Co. _v._ Arkansas, U.S. ; St. Louis, I.M."
13807,"Co. _v._ Arkansas, U.S. ; Missouri P.R."
13808,"Atlantic Coast Line R. Co. _v._ Georgia, U.S. ."
13809,"Erie R. Co. _v._ Solomon, U.S. ."
13810,"Co. _v._ New York, U.S. ."
13811,"Co. _v._ Nye Schneider Fowler Co., U.S. ."
13812,"Co. _v._ Jackson Vinegar Co., U.S. ; _Cf._ Adams Express Co. _v._ Croninger, U.S. ."
13813,"Atlantic Coast Line R. Co. _v._ Glenn, U.S. ."
13814,"Co. _v._ Nye Schneider Fowler Co., U.S. ."
13815,"Kansas City Southern R. Co. _v._ Anderson, U.S. ."
13816,"Co. _v._ Humes, U.S. ; Minneapolis St. L.R."
13817,"New Orleans Debenture Redemption Co. _v._ Louisiana, U.S. ."
13818,"National Council _v._ State Council, U.S. ."
13819,"Munday _v._ Wisconsin Trust Co., U.S. ."
13820,"Asbury Hospital _v._ Cass County, U.S. ."
13821,"Nebbia _v._ New York, U.S. ."
13822,"_See_ Waters Pierce Oil Co. _v._ Texas, U.S. ; National Cotton Oil Co. _v._ Texas, U.S. , also upholding antitrust laws."
13823,"International Harvester Co. _v._ Missouri, U.S. ."
13824,"_See also_ American Seeding Machine Co. _v._ Kentucky, U.S. ."
13825,"Grenada Lumber Co. _v._ Mississippi, U.S. ."
13826,"Central Lumber Co. _v._ South Dakota, U.S. ."
13827,"Fairmont Creamery Co. _v._ Minnesota, U.S. ."
13828,"Old Dearborn Distributing Co. _v._ Seagram Distillers Corp., U.S. ; The Pep Boys _v._ Pyroil Sales Co., U.S. ."
13829,"Schmidinger _v._ Chicago, U.S. , citing McLean _v._ Arkansas, U.S. ."
13830,"Lemieux _v._ Young, U.S. ; Kidd, D. P. Co. _v._ Musselman Grocer Co., U.S. ."
13831,"Pacific States Box Basket Co. _v._ White, U.S. ."
13832,"Burns Baking Co. _v._ Bryan, U.S. ."
13833,"Petersen Baking Co. _v._ Bryan, U.S. ."
13834,"Armour Co. _v._ North Dakota, U.S. ."
13835,"Co. _v._ Worst, U.S. ; Corn Products Ref."
13836,"Co. _v._ Eddy, U.S. ; National Fertilizer Asso."
13837,"Advance Rumely Thresher Co. _v._ Jackson, U.S. ."
13838,"Hall _v._ Geiger Jones Co., U.S. ; Caldwell _v._ Sioux Falls Stock Yards Co., U.S. ; Merrick _v._ Halsey Co., U.S. ."
13839,"Rast _v._ Van Deman L. Co., U.S. ; Tanner _v._ Little, U.S. ; Pitney _v._ Washington, U.S. ."
13840,"Noble State Bank _v._ Haskell, U.S. ; Shallenberger _v._ First State Bank, U.S. ; Assaria State Bank _v._ Dolley, U.S. ; Abie State Bank _v._ Bryan, U.S. ."
13841,"for Savings _v._ Malone, U.S. ; Anderson National Bank _v._ Luckett, U.S. ."
13842,"When a bank conservator appointed pursuant to a new statute has all the functions of a receiver under the old law, one of which is the enforcement on behalf of depositors of stockholders' liability, which liability the conservator can enforce as cheaply as could a receiver appointed under the pre existing statute, it cannot be said that the new statute, in suspending the right of a depositor to have a receiver appointed, arbitrarily deprives a depositor of his remedy or destroys his property without due process of law."
13843,"The depositor has no property right in any particularly form of remedy. Gibbes _v._ Zimmerman, U.S. ."
13844,"Farmers M. Bank _v._ Federal Reserve Bank, U.S. ."
13845,"Mutual Loan Co. _v._ Martell, U.S. ."
13846,"La Tourette _v._ McMaster, U.S. ; Stipcich _v._ Metropolitan L. Ins."
13847,O'Gorman and Young _v._ Hartford Insur.
13848,"Nutting _v._ Massachusetts, U.S. , distinguishing Allgeyer _v._ Louisiana, U.S. ."
13849,"_See also_ Hooper _v._ California, U.S. ."
13850,"Dissenting from the conclusion, Justice Roberts declared that the plain effect of the Virginia law is to compel a nonresident to pay a Virginia resident for services which the latter does not in fact render."
13851,"Hoopeston Canning Co. _v._ Cullen, U.S. ."
13852,_See also_ Carroll _v._ Greenwich Ins.
13853,"Polk _v._ Mutual Reserve Fund Life Association, U.S. ."
13854,"Brazee _v._ Michigan, U.S. . With four Justices dissenting, the Court, in Adams _v._ Tanner, U.S. , struck down a State law absolutely prohibiting maintenance of private employment agencies."
13855,"Commenting on the constitutional philosophy thereof in Lincoln Union _v._ Northwestern Co., U.S. , Justice Black stated that Olsen _v._ Nebraska, U.S. , clearly undermined Adams _v._ Tanner."
13856,"Liggett Co. _v._ Baldridge, U.S. ."
13857,"_See also_ Dent _v._ West Virginia, U.S. ; Hawker _v._ New York, U.S. ; Reetz _v._ Michigan, U.S. ; Watson _v._ Maryland, U.S. ."
13858,"Collins _v._ Texas, U.S. ; Hayman _v._ Galveston, U.S. ."
13859,"Semler _v._ Oregon State Dental Examiners, U.S. ."
13860,"_See also_ Douglas _v._ Noble, U.S. ; Graves _v._ Minnesota, U.S. ."
13861,Cargill Co. _v._ Minnesota ex rel.
13862,"Bourjois, Inc. _v._ Chapman, U.S. ."
13863,"Weller _v._ New York, U.S. ."
13864,"Packer Corp. _v._ Utah, U.S. ."
13865,"Rosenthal _v._ New York, U.S. ."
13866,"Thompson _v._ Consolidated Gas Utilities Corp., U.S. , citing Ohio Oil Co. _v._ Indiana No."
13867,", U.S. ; Lindsley _v._ Natural Carbonic Gas Co., U.S. ; Oklahoma _v._ Kansas Natural Gas Co., U.S. ."
13868,"Co. _v._ Corporation Commission, U.S. ."
13869,"Railroad Commission _v._ Oil Co., U.S. ."
13870,"Commission _v._ Oil Co., U.S. ; R.R."
13871,"Commission _v._ Humble Oil Refining Co., U.S. ."
13872,"Thompson _v._ Consolidated Gas Utilities Corp., U.S. ."
13873,"Cities Service Co. _v._ Peerless Co., U.S. ; Phillips Petroleum Co. _v._ Oklahoma, ibid., ."
13874,"Walls _v._ Midland Carbon Co., U.S. ."
13875,"_See also_ Henderson Co. _v._ Thompson, U.S. ."
13876,"Bandini Petroleum Co. _v._ Superior Ct., U.S. ."
13877,"Gant _v._ Oklahoma City, U.S. ."
13878,"Pennsylvania Coal Co. _v._ Mahon, U.S. ."
13879,"Hudson County Water Co. _v._ McCarter, U.S. ."
13880,"Bayside Fish Flour Co. _v._ Gentry, U.S. ."
13881,"Manchester _v._ Massachusetts, U.S. ; Geer _v._ Connecticut, U.S. ."
13882,"Bayside Fish Flour Co. _v._ Gentry, U.S. ."
13883,"Reinman _v._ Little Rock, U.S. ."
13884,"Fischer _v._ St. Louis, U.S. ."
13885,"Reinman _v._ Little Rock, U.S. ."
13886,"Northwestern Laundry Co. _v._ Des Moines, U.S. ."
13887,"For a case embracing a rather special set of facts, _see_ Dobbins _v._ Los Angeles, U.S. ."
13888,"Euclid _v._ Ambler Realty Co., U.S. ; Zahn _v._ Board of Public Works, U.S. ; Nectaw _v._ Cambridge, U.S. ; Cusack Co. _v._ Chicago, U.S. ; St. Louis Poster Advertising Co. _v._ St. Louis, U.S. ."
13889,"Seattle Title Trust Co. _v._ Roberage, U.S. ."
13890,"Pierce Oil Corp. _v._ Hope, U.S. ."
13891,"Standard Oil Co. _v._ Marysville, U.S. ."
13892,"Barbier _v._ Connolly, U.S. ; Soon Hing _v._ Crowley, U.S. ."
13893,"Queenside Hills Co. _v._ Saxl, U.S. ."
13894,"Compagnie Francaise de Navigation a Vapeur _v._ Louisiana State Board of Health, U.S. ."
13895,"Jacobson _v._ Massachusetts, U.S. ; New York ex rel."
13896,"Lieberman _v._ Van De Carr, U.S. ."
13897,"Perley _v._ North Carolina, U.S. ."
13898,"California Reduction Co. _v._ Sanitary Reduction Works, U.S. ."
13899,"Powell _v._ Pennsylvania, U.S. ; Magnano"
13900,"North American Cold Storage Co. _v._ Chicago, U.S. ."
13901,"Hutchinson Ice Cream Co. _v._ Iowa, U.S. ."
13902,"Hebe Co. _v._ Shaw, U.S. ."
13903,"Sage Stores _v._ Kansas, U.S. ."
13904,"Weaver _v._ Palmer Bros Co., U.S. ."
13905,"Ah Sin _v._ Wittman, U.S. ."
13906,"Harris, U.S. ; Douglas _v._ Kentucky, U.S. ."
13907,"L'Hote _v._ New Orleans, U.S. ."
13908,"Boston Beer Co. _v._ Massachusetts, U.S. ; Mugler _v._ Kansas, U.S. ; Kidd _v._ Pearson, U.S. ; Purity Extract Tonic Co. _v._ Lynch, U.S. ; James Clark Distilling Co. _v._ Western Maryland R. Co., U.S. ; Barbour _v._ Georgia, U.S. ."
13909,"Hawes _v._ Georgia, U.S. ; Van Oster _v._ Kansas, U.S. ."
13910,"Stanley _v._ Public Utilities Commission, U.S. ."
13911,"Michigan Public Utilities Commission _v._ Duke, U.S. ."
13912,"Frost _v._ Railroad Commission, U.S. ; Smith _v._ Cahoon, U.S. ."
13913,"Railway Express _v._ New York, U.S. ."
13914,"_See also_ Packard _v._ Banton, U.S. ; Sprout _v._ South Bend, U.S. ; Hodge Drive It Yourself Co. _v._ Cincinnati, U.S. ; Continental Baking Co. _v._ Woodring, U.S. ."
13915,"Irving Trust Co. _v._ Day, U.S. ."
13916,"Demorest _v._ City Bank Co., U.S. ."
13917,Justice Jackson and Douglas dissented on the ground that New York is attempting to escheat unclaimed funds not located either actually or constructively in New York and which are the property of beneficiaries who may never have been citizens or residents of New York.
13918,"Chase Securities Corp. _v._ Donaldson, U.S. ."
13919,"Trenton _v._ New Jersey, U.S. ."
13920,"Folsom Bros. _v._ New Orleans, U.S. ."
13921,"Stewart _v._ Kansas City, U.S. ."
13922,"Tonawanda _v._ Lyon, U.S. ; Cass Farm Co. _v._ Detroit, U.S. ."
13923,"Southwestern Oil Co. _v._ Texas, U.S. ."
13924,"; Jones _v._ Portland, U.S. ; Green _v._ Frazier, U.S. ; Carmichael _v._ Southern Coal Coke Co., U.S. ."
13925,"Nicchia _v._ New York, U.S. ."
13926,"Carmichael _v._ Southern Coal Coke Co., U.S. ."
13927,"Fox _v._ Standard Oil Co., U.S. ."
13928,"Stewart Dry Goods Co. _v._ Lewis, U.S. ."
13929,"_See also_ Chapman _v._ Zobelein, U.S. ; Kelly _v._ Pittsburgh, U.S. ."
13930,"Co. _v._ Wallace, U.S. ; Carmichael _v._ Southern Coal Coke Co., U.S. ."
13931,"A taxpayer therefore cannot contest the imposition of an income tax on the ground that, in operation, it returns to his town less income tax than he and its other inhabitants pay. Dane _v._ Jackson, U.S. ."
13932,"Keeney _v._ New York, U.S. ."
13933,"Salomon _v._ State Tax Commission, U.S. ."
13934,"Orr _v._ Gilman, U.S. ; Chanler _v._ Kelsey, U.S. ."
13935,"Whitney _v._ State Tax Com., U.S. ."
13936,"Hoeper _v._ Tax Commission, U.S. ."
13937,"Puget Sound Power Light Co. _v._ Seattle, U.S. ."
13938,"St. L. Ky. _v._ Browning, U.S. ."
13939,"Paddell _v._ New York, U.S. ."
13940,"Hagar _v._ Reclamation District, U.S. ."
13941,Co. _v._ Western Crawford Road Improv.
13942,_See also_ Roberts _v._ Richland Irrig.
13943,"Co., U.S. in which it was also stated that an assessment to pay the general indebtedness of an irrigation district is valid, even though in excess of the benefits received."
13944,"Houck _v._ Little River Drainage Dist, U.S. ."
13945,Kansas City Southern R. Co. _v._ Road Improv.
13946,"Myles Salt Co. _v._ Iberia St. M. Drainage Dist., U.S. ."
13947,"Union Refrigerator Transit Co. _v._ Kentucky, U.S. ."
13948,"Ferry Co. _v._ Kentucky, U.S. ."
13949,"Carstairs _v._ Cochran, U.S. ; Hannis Distilling Co. _v._ Baltimore, U.S. ; Frick _v._ Pennsylvania, U.S. ; Blodgett _v._ Silberman, U.S. ."
13950,"Wheeling Steel Corp _v._ Fox, U.S. ; Union Refrigerator Transit Co. _v._ Kentucky, U.S. ; Johnson Oil Ref."
13951,"Robert L. Howard, State Jurisdiction to Tax Intangibles: A Twelve Year Cycle, Missouri Law Review ; Ralph T. Rawlins, State Jurisdiction to Tax Intangibles: Some Modern Aspects, Texas Law Review ."
13952,"Bristol _v._ Washington County, U.S. ."
13953,"Fidelity C. Trust Co. _v._ Louisville, U.S. ."
13954,"Rogers _v._ Hennepin County, U.S. ."
13955,"First Bank Stock Corp. _v._ Minnesota, U.S. ."
13956,"Schuylkill Trust Co. _v._ Pennsylvania, U.S. ."
13957,"Wisconsin Gas Co. _v._ United States, U.S. ."
13958,"Greenough _v._ Tax Assessors, U.S. ."
13959,"U.S. . In dissenting in State Tax Commission _v._ Aldrich, U.S. , Justice Jackson asserted that a reconsideration of this principle had become timely."
13960,"_See also_ Treichler _v._ Wisconsin, U.S. ; City Bank Farmers Trust Co. _v._ Schnader, U.S. ."
13961,"U.S. . A decision rendered in which is seemingly in conflict was Wachovia Bank Trust Co. _v._ Doughton, U.S. in which North Carolina was prevented from taxing the exercise of a power of appointment through a will executed therein by a resident, when the property was a trust fund in Massachusetts created by the will of a resident of the latter State."
13962,One of the reasons assigned for this result was that by the law of Massachusetts the property involved was treated as passing from the original donor to the appointee.
13963,"However, this holding was overruled in Graves _v._ Schmidlapp, U.S. ."
13964,"Rhode Island Hospital Trust Co. _v._ Doughton, U.S. ."
13965,"First National Bank _v._ Maine, U.S. ."
13966,"U.S. . In dissenting, Justice Holmes observed that Wheeler _v._ Sohmer, U.S. , previously mentioned, apparently joined Blackstone _v._ Miller on the Index Expurgatorius."
13967,"Wheeling Steel Corp. _v._ Fox, U.S. ."
13968,"_See also_ Memphis Gas Co. _v._ Beeler, U.S. ."
13969,"Adams Express Co. _v._ Ohio State Auditor, U.S. ."
13970,"Alpha Portland Cement Co. _v._ Massachusetts, U.S. ."
13971,"Cream of Wheat Co. _v._ Grand Forks County, U.S. ."
13972,"Co. _v._ State Board, U.S. ."
13973,"Although the eight judges affirming this tax were not in agreement as to the reasons to be assigned in justification of this result, the holding appears to be in line with the dictum uttered by the late Chief Justice Stone in Curry _v._ McCanless to the effect that the taxation of a corporation by a State where it does business, measured by the value of the intangibles used in its business there, does not preclude the State of incorporation from imposing a tax measured by all its intangibles."
13974,"Delaware L. W.R. Co. _v._ Pennsylvania, U.S. ."
13975,"Ferry Co. _v._ Kentucky, U.S. ."
13976,"_v._ Kansas, U.S. ; Kansas City, M. B.R."
13977,"Coleman, U.S. ; Pullman Co. _v._ Kansas ex rel."
13978,"Coleman, U.S. ; Looney _v._ Crane Co., U.S. ; International Paper Co. _v._ Massachusetts, U.S. ."
13979,"Cudahy Packing Co. _v._ Hinkle, U.S. ."
13980,"Atlantic Refining Co. _v._ Virginia, U.S. ."
13981,"American Mfg Co. _v._ St. Louis, U.S. ."
13982,"Nor does a State license tax on the production of electricity violate the due process clause because it may be necessary, to ascertain, as an element in its computation, the amounts delivered in another jurisdiction. Utah Power Light Co. _v._ Pfost, U.S. ."
13983,James _v._ Dravo Contracting Co. U.S. .
13984,"Union Refrigerator Transit Co. _v._ Kentucky, U.S. ."
13985,"Southern Pacific Co. _v._ Kentucky, U.S. ."
13986,"Old Dominion Steamship Co. _v._ Virginia, U.S. ."
13987,"Pullman's Palace Car Co. _v._ Pennsylvania, U.S. ."
13988,"Northwest Airlines _v._ Minnesota, U.S. . The case was said to be governed by New York Central Railroad _v._ Miller, U.S. ."
13989,"As to the problem of multiple taxation of such airplanes, which had in fact been taxed proportionately by other States, the Court declared that the taxability of any part of this fleet by any other State than Minnesota, in view of the taxability of the entire fleet by that State, is not now before us."
13990,"Justice Jackson, in a concurring opinion, would treat Minnesota's right to tax as exclusive of any similar right elsewhere."
13991,"Wallace _v._ Hines, U.S. . For example, the ratio of track mileage within the taxing State to total track mileage cannot be employed in evaluating that portion of total railway property found in said State when the cost of the lines in the taxing State was much less than in other States and the most valuable terminals of the railroad were located in other States."
13992,"_See also_ Fargo _v._ Hart, U.S. ; Union Tank Line _v._ Wright, U.S. ."
13993,"Great Northern R. Co. _v._ Minnesota, U.S. ."
13994,"R. Co. _v._ Minnesota, U.S. ."
13995,"Lawrence _v._ State Tax Commission, U.S. ."
13996,"Shaffer _v._ Carter, U.S. ; Travis _v._ Yale T. Mfg."
13997,"Guaranty Trust Co. _v._ Virginia, U.S. ."
13998,"Underwood Typewriter Co. _v._ Chamberlain, U.S. ; Bass, Ratcliff Gretton _v._ State Tax Commission, U.S. ."
13999,"Hans Rees' Sons _v._ North Carolina, U.S. ."
14000,"Co. _v._ State Board, U.S. ."
14001,"Wisconsin _v._ J.C. Penney Co., U.S. ."
14002,"Dissenting, Justice Roberts, along with Chief Justice Hughes and Justices McReynolds and Reed, stressed the fact that the use and disbursement by the corporation at its home office of income derived from operations in many States does not depend on, and cannot be controlled by, any law of Wisconsin."
14003,"The act of disbursing such income as dividends, he contended, is one wholly beyond the reach of Wisconsin's sovereign power, one which it cannot effectively command, or prohibit or condition."
14004,The assumption that a proportion of the dividends distributed is paid out of earnings in Wisconsin for the year immediately preceding payment is arbitrary and not borne out by the facts.
14005,"Accordingly, if the exaction is an income tax in any sense it is such upon the stockholders many of whom are nonresidents and is obviously bad."
14006,"_See also_ Wisconsin _v._ Minnesota Mining Co., U.S. ."
14007,"P. Tea Co. _v._ Grosjean, U.S. ."
14008,"Continental Co. _v._ Tennessee, U.S. , ."
14009,"St. Louis Cotton Compress Co. _v._ Arkansas, U.S. ."
14010,"Connecticut General Co. _v._ Johnson, U.S. ."
14011,"Co. _v._ New Orleans, U.S. ."
14012,Board of Assessors _v._ New York L. Ins.
14013,"Co. _v._ Board of Assessors, U.S. ."
14014,"Co. _v._ Board of Assessors, U.S. ."
14015,"Turpin _v._ Lemon, U.S. ; Glidden _v._ Harrington, U.S. ."
14016,"Bell's Gap R. Co. _v._ Pennsylvania, U.S. ."
14017,"Hodge _v._ Muscatine County, U.S. ."
14018,"Taylor _v._ Secor, , U.S. ."
14019,"Co. _v._ Board of Public Works, U.S. ."
